PLACEKEY,N,adjN
222-222@8g7-46m-yd9,9966.873171088066,208348.2068938681
222-222@8g7-46m-zs5,28.609731876861968,339.31724718311926
222-222@8g7-46n-8qf,4.380952380952381,65.15145502645504
222-222@8g7-46n-9fz,42.716112531969316,481.20548874185823
222-222@8g7-46n-ckf,265.6891438724268,4683.364588564707
222-222@8g7-46z-68v,188.95776839104437,3155.0542523088957
222-222@8g7-46z-6zf,3846.6171048211722,69364.59182288787
222-222@8g7-46z-975,933.3588247863248,15211.434878021715
222-222@8g7-474-hnq,2433.559782752974,46655.369108926265
222-222@8g7-474-hyv,264.46286764705883,4092.46207420535
222-222@8g7-474-j35,16.433333333333334,256.5404848801336
222-222@8g7-474-jn5,339.971262897848,7387.390495089528
222-222@8g7-474-kvf,582.2251399806181,11592.067477264103
222-222@8g7-477-vj9,18386.096721801627,277091.33325136517
222-222@8g7-479-swk,29.03790849673203,174.65626347390628
222-222@8g7-479-wp9,785.4343020411229,14771.49744295898
222-222@8g7-479-x89,1372.5222537286518,18193.217247173605
222-222@8g7-479-ysq,224.86805631343447,3830.8861705862987
222-222@8g7-47b-28v,639.1487641381821,9640.056301681743
222-222@8g7-47b-kpv,176.98993901638005,1571.2566082863575
222-222@8g7-47b-mkz,347.08565641352334,6218.478263523239
222-222@8g7-48t-6c5,263.4562321903832,7920.361844647294
222-222@8gb-797-j9z,438.43441734398357,5620.342107506952
222-223@8g6-yjn-89z,885.1084508176402,16255.792249310369
222-223@8g6-yjn-whq,11728.277427713456,221202.3691993844
222-223@8g6-yjr-kj9,5332.0249545544175,108188.06924366925
222-223@8g6-yjv-5zz,403.6038712572407,7196.39850462919
222-223@8g6-yjv-f9f,1709.9837080255943,30455.164809301583
222-223@8g6-yjw-cbk,29.79984962406015,664.8268172817632
222-223@8g6-yjw-ckf,118.22478632478634,2139.59062460176
222-223@8g6-yjx-bzf,48.670995670995666,1007.5158601018151
222-223@8g6-yjy-28v,5622.388424920779,97049.51658817938
222-223@8g6-yjy-2rk,158.02533482521275,2787.097055606619
222-223@8g6-yjy-8sq,1696.5279565562848,30947.456814695794
222-223@8g6-yjy-dy9,255.75548589341693,4449.751470117908
222-223@8g6-ykw-sdv,160.881598062954,3345.945152224126
222-223@8g6-ykw-skf,183.05119047619047,3428.414952296821
222-223@8g6-ykw-vcq,203.5328929668148,3820.0236140728125
222-223@8g6-ykx-kmk,31.72753623188406,541.3158303386672
222-223@8g6-ykz-7h5,52.19794721407625,926.5357194095969
222-223@8g6-ykz-9mk,23.6827880512091,430.37014740297917
222-223@8g6-ykz-9pv,1383.325363187537,27474.60932939863
222-223@8g6-ykz-b6k,1755.6485275795674,31813.177810178066
222-223@8g6-ykz-bx5,29.219047619047622,508.8940195705842
222-223@8g6-ym3-v2k,33.03125,707.4656592782924
222-223@8g6-ym3-vvf,1158.2443631493545,22972.767473560347
222-223@8g6-ym3-x3q,509.722141841098,8927.215379049307
222-223@8g6-ym4-9mk,2659.6296158024743,57577.29746435988
222-223@8g6-ym4-9vf,76.4516290726817,1832.3201764742626
222-223@8g6-ym6-mff,58.346202090592335,1151.6469454216708
222-223@8g6-ym6-pjv,1158.8137981524008,21920.295981903295
222-223@8g6-ymh-mhq,74.43268983268983,1413.5018145782744
222-223@8g7-46m-h89,456.2918205255469,6842.75985571985
222-223@8g7-46m-wrk,636.1845727431853,7471.185961531708
222-223@8g7-46m-z75,255.2073210637426,3744.659504323964
222-223@8g7-46n-8d9,120.44577260033043,1872.7125510113738
222-223@8g7-46z-6zf,3856.524591101285,70020.69896614504
222-223@8g7-46z-975,157.91776270877895,2497.379718057917
222-223@8g7-46z-9cq,191.07459594454613,3196.6475359871138
222-223@8g7-474-jn5,201.44037780401416,4182.00698161249
222-223@8g7-474-mhq,97.35711675974737,1809.9755656574296
222-223@8g7-477-4n5,333.5684520143185,4532.586571167779
222-223@8g7-477-8d9,2177.0037341689786,29871.09397670406
222-223@8g7-479-qzz,261.87716830754806,4706.344983167183
222-223@8g7-479-x89,1322.4118355626204,17182.970015760788
222-223@8g7-479-xkf,7077.183502624448,124875.22695253705
222-223@8g7-479-z9f,1708.5198962973484,27528.931815551594
222-223@8g7-47b-k9f,8807.527917640571,148319.95077707482
222-223@8g7-47b-mc5,329.6605629268772,4253.31538322605
222-223@8g7-47b-mkz,348.27725252592774,6332.497768560611
222-223@8g7-47b-nkf,2036.46456851033,35551.61824949836
222-223@8g7-47b-q2k,382.78418335201656,4225.667753203314
222-224@5pn-r29-kfz,1294.912560919005,22373.61638088185
222-224@8g6-yjm-rrk,58.36992567181247,1320.80571496649
222-224@8g6-yjn-whq,11739.383963551445,220495.11304769112
222-224@8g6-yjr-kj9,5334.762501651323,107963.39656895018
222-224@8g6-yjw-whq,454.9584191521535,9336.320488460506
222-224@8g6-yjx-r6k,126.63962313340961,1780.3829800174806
222-224@8g6-yjy-2rk,30331.386917642812,561523.9738398615
222-224@8g6-yjy-dvz,105.0925,1611.2790707019738
222-224@8g6-ykw-sdv,118.26245691921257,1770.0484650115077
222-224@8g6-yky-fzz,149.69388352355867,2578.204939174461
222-224@8g6-yky-hbk,1230.5877412028667,21447.51911606488
222-224@8g6-yky-vmk,39.38235294117647,639.3413630646809
222-224@8g6-ym3-v4v,1295.6519606922118,27812.344885889772
222-224@8g6-ym3-vxq,23.954838237446932,383.1644832239915
222-224@8g6-ym4-9mk,325.95017325017324,7228.274054214409
222-224@8g7-46m-jn5,1088.2612744936275,15470.652284473583
222-224@8g7-46m-jqf,35.1023023023023,299.21729308299126
222-224@8g7-46m-whq,221.39957928132975,3014.5060976786494
222-224@8g7-46m-wp9,1570.4193575302581,25597.81646995441
222-224@8g7-46m-xdv,22.877230643363518,611.5769549759752
222-224@8g7-46m-zs5,155.50340136054422,2635.638798438815
222-224@8g7-46n-8y9,169.22042653346577,3556.686229557428
222-224@8g7-46z-6zf,203.962656529517,3118.7803062486955
222-224@8g7-474-jn5,212.68004722550177,4388.820405940605
222-224@8g7-474-kzz,616.9695673194615,12074.855959818127
222-224@8g7-474-sbk,573.9976511859999,9481.137208558883
222-224@8g7-474-syv,192.7165291276973,3123.7018799944713
222-224@8g7-477-8d9,108.76502001683606,980.3996043386276
222-224@8g7-477-vj9,18377.968292873946,276867.2716014864
222-224@8g7-477-whq,6869.656001830683,111526.74917705213
222-224@8g7-479-qxq,1405.1386444344712,26957.175260340213
222-224@8g7-479-wp9,792.4042823923329,14789.034943776394
222-224@8g7-479-z75,561.4286280742791,8452.63847565311
222-224@8g7-479-zs5,2372.404466731898,34054.627955952514
222-224@8g7-47b-k9f,8879.181442340521,149735.0409286591
222-224@8g7-47b-mkz,343.72379857855935,6265.858850080509
222-224@8gb-7gy-w6k,539.7684715087017,7449.624490163261
222-225@8g6-yjn-whq,11736.078900133367,220861.55715047618
222-225@8g6-yjr-gx5,290.71157134847215,4834.152891734697
222-225@8g6-yjx-c5z,1340.0924214480278,27628.629096914538
222-225@8g6-yjy-2rk,30331.386917642812,561523.9738398615
222-225@8g6-ykw-vmk,214.44160284160284,4087.9715967443526
222-225@8g6-ym3-5fz,7043.282187584052,146968.32682128187
222-225@8g6-ym3-vxq,1965.6065547634448,35968.7344912983
222-225@8g6-ym3-wff,117.84602583530094,2184.19148520339
222-225@8g6-ym4-9j9,60.38141025641026,928.1433070603333
222-225@8g6-ymh-mhq,241.56115054646128,5188.116841469695
222-225@8g7-46m-j5f,133.136544011544,1760.2586336790462
222-225@8g7-46m-xyv,1768.3092330782029,24757.781969313055
222-225@8g7-46m-yd9,92.05779569892474,939.2856063977829
222-225@8g7-46m-zs5,2514.588133410987,55354.80605469511
222-225@8g7-46z-835,2075.713825699576,36549.3411811431
222-225@8g7-474-j35,1972.0399053894037,35885.98327717838
222-225@8g7-479-zs5,2292.4834706457927,32689.128935541285
222-225@8g7-479-zxq,5464.3216073260455,71602.84935619678
222-225@8g7-47b-mkz,368.6316230233009,6725.850843853133
222-226@8g6-yjn-5s5,858.2757893119149,15952.051201875855
222-226@8g6-yjr-n5z,390.33188342757717,7564.455730513389
222-226@8g6-yjv-6c5,1325.4737094751447,22297.22006385465
222-226@8g6-yjw-brk,4.0,65.54455445544554
222-226@8g6-yjy-28v,30331.386917642812,561523.9738398615
222-226@8g6-yjy-8sq,432.9066361953308,7875.811966562748
222-226@8g6-yjy-rtv,1411.7300606738536,24365.75056301126
222-226@8g6-yky-hbk,1287.842469944506,22795.554027394573
222-226@8g6-ykz-bkz,153.76459293394777,3359.4700416630485
222-226@8g6-ym3-5pv,546.4045768953342,10668.079388235657
222-226@8g6-ym3-vxq,1959.7144946558196,35801.45852470414
222-226@8g6-ym4-52k,308.6416219892587,5604.187999633647
222-226@8g6-ym6-pjv,1128.494108410734,21582.713928147536
222-226@8g6-ymh-mhq,157.28512611802566,3359.179619750994
222-226@8g7-474-hnq,2447.773062866657,47152.99032321695
222-226@8g7-47b-gp9,3843.772369573333,51897.463275262446
222-226@8g7-47b-k2k,17.053263315828957,372.75946500749404
222-226@8g7-47b-k9f,8833.80126638128,148457.4966236658
222-226@8g7-47b-kxq,3183.13622667177,42896.81431986036
222-226@8g7-47b-q2k,323.1522425835994,3616.8015889370236
222-227@8g6-yjy-d7q,300.29177141788256,5462.779856059951
222-227@8g6-yjy-rtv,1434.6605135190653,24788.917270779457
222-227@8g6-ym3-5fz,7144.059296001342,148667.3092034988
222-227@8g6-ym3-vxq,34.41937321937322,698.403239804535
222-227@8g6-ym6-mff,510.4366208070676,10646.62210695065
222-227@8g7-46m-jqf,36.25095095095095,356.1270269243225
222-227@8g7-46n-b8v,132.60176217379606,1604.186651738203
222-227@8g7-474-pn5,498.44991943970206,9315.304959911053
222-227@8g7-474-sbk,588.4878980634885,10205.137305053095
222-227@8g7-47b-k2k,19.781695423855965,451.70214337394
222-228@8g6-yjr-kj9,4684.792837267984,95455.31757082805
222-228@8g6-yjv-f9f,1663.5448558044739,29306.487314411952
222-228@8g6-yjy-2rk,30.647619047619045,542.946528133122
222-228@8g6-yjy-8sq,1713.3838490547232,31138.244366855484
222-228@8g6-ykz-bkz,616.1181578074362,12812.655580149529
222-228@8g6-ym3-5fz,7068.75001457917,147157.6140225024
222-228@8g6-ym3-vxq,1992.945846438525,36483.2849523685
222-228@8g6-ym3-wff,119.35898467314396,2510.7545322155456
222-228@8g6-ym6-mff,1240.0281431643039,27125.947638450438
222-228@8g7-46m-j5f,190.76600514910965,2338.193670931781
222-228@8g7-46m-y35,852.40388156767,10797.926526391222
222-228@8g7-46m-z75,3196.9145371024183,55248.43742280573
222-228@8g7-47b-mkz,349.6383114231709,6312.448826083941
222-229@8g6-yjr-kj9,5365.396615874695,108779.06680924681
222-229@8g6-yjr-kxq,435.76106706372565,6638.445695509807
222-229@8g6-ykw-tqf,319.67188096620174,5300.839027021775
222-229@8g6-ykx-jgk,1612.588428769566,33310.525631181605
222-229@8g6-ykz-bkz,531.1203247582558,10581.108008017696
222-229@8g6-ym3-5fz,7090.284854943691,147656.8959173923
222-229@8g6-ym3-vxq,59.730862510982995,1050.6145180578862
222-229@8g6-ymh-mhq,166.37100570336426,3616.911735185397
222-229@8g7-46m-j5f,194.3456661660588,2321.2424329388036
222-229@8g7-46m-zs5,2475.3789947839164,53772.18082277073
222-229@8g7-474-hnq,2420.439255222737,46150.53944582361
222-229@8g7-474-jn5,201.9755439365829,4107.182209737284
222-22b@8g6-yjy-8sq,379.2479269678886,6707.425659881764
222-22b@8g6-yjy-bzf,15.2,235.98024463908183
222-22b@8g6-ykx-jgk,1668.5342579750347,34332.91808376484
222-22b@8g6-ym3-5fz,116.00964273523724,2316.331088237961
222-22b@8g6-ym3-wff,130.5297563793139,2741.8257731781046
222-22b@8g7-46m-wp9,1588.3623846598534,26004.36519703952
222-22b@8g7-46m-zs5,2494.662829416141,54903.03591647902
222-22b@8g7-46z-6c5,1357.5461299320707,26207.463983818405
222-22b@8g7-474-hwk,4360.706786966659,88065.3155505867
222-22b@8g7-479-z75,574.9705092449127,8780.94482491799
222-22b@8g7-47b-mc5,346.96456136010795,4556.076491155505
222-22c@8g6-yjn-xwk,397.3950516806011,7276.5546796808385
222-22c@8g6-yjy-8sq,124.96640242429565,2257.4776628268855
222-22c@8g6-ykw-tqf,925.9939215404917,15780.457078208134
222-22c@8g6-yky-j9z,523.3215454878092,9894.894892791472
222-22c@8g6-ykz-bkz,105.23678714859437,2243.0617131926165
222-22c@8g6-ym3-vvf,1160.9203947312528,23047.201543989875
222-22c@8g6-ym3-vxq,37.34388166821396,661.8541745053467
222-22c@8g7-46m-zs5,2479.8686425257724,54656.54234644796
222-22d@8g6-yjv-f9f,1628.019865550642,28652.543392645814
222-22d@8g6-ykz-bkz,620.1556535011612,12801.945050696471
222-22d@8g6-ym3-wff,89.80109235242739,1588.0878388823326
222-22d@8g7-46m-j5f,141.25072150072148,1909.0543251913405
222-22d@8g7-46m-zs5,2510.5221798008547,55276.3101908493
222-22d@8g7-474-hnq,2464.282092638625,47333.29219938258
222-22d@8g7-47b-mc5,334.7546896036613,4312.755800423153
222-22f@8g6-ykw-vmk,161.63785541739267,3188.9092506501465
222-22f@8g6-ykz-bkz,629.6433965664634,12979.39783034103
222-22f@8g6-ym3-vvf,1165.5468297342204,23061.5182551005
222-22f@8g7-46m-zs5,2494.9264719028497,54939.29574608772
222-22f@8g7-479-zmk,491.69887567114915,6721.5370784686775
222-22f@8g7-47b-k2k,22.168792198049513,557.5561888525227
222-22f@8g7-47b-mc5,328.57176255199437,4216.6572223214425
222-22g@8g6-yjm-sbk,566.1573915061499,9193.997144195582
222-22g@8g6-yjx-g8v,272.9903375323457,5379.141505341087
222-22g@8g6-yky-vmk,33.17890527836099,592.0844914109356
222-22g@8g6-ym4-575,458.9060578367253,9277.70561858564
222-22h@8g6-yjy-8sq,1674.321517641789,30471.810775666367
222-22h@8g6-ym3-tjv,396.99395803273796,7544.358919452253
222-22h@8g7-46m-xyv,1777.3728089825584,24817.70124046631
222-22h@8g7-46m-zs5,2442.9131386913186,53825.27917047541
222-22h@8g7-46z-6c5,1406.635202645377,27285.58335377684
222-22h@8g7-4bz-jgk,872.0592992740121,15652.085900692971
222-22j@8g6-yjt-s3q,12.031746031746032,322.60046816076624
222-22j@8g6-yky-hbk,1292.5237325250948,22434.92912247383
222-22j@8g6-ym6-pjv,1154.4701383700333,21950.291083910637
222-22j@8g7-46m-j5f,200.35702980242243,2478.1743226418116
222-22j@8g7-46m-zs5,2449.911252790811,53436.72449638786
222-22k@8g6-yjn-xwk,405.30635150979253,7559.8517055814145
222-22k@8g6-yjx-c5z,1383.1731411909784,28284.662272136626
222-22k@8g6-ym3-5fz,116.74311639549437,2350.358396678241
222-22k@8g6-ym4-575,1296.5580157398188,24327.420637047064
222-22k@8g6-ym4-9j9,326.7648648648649,7287.752850033314
222-22m@8g6-yjx-g8v,296.69187021923966,5773.336769942571
222-22n@8g6-yjx-g8v,31.543563512361466,615.3009148716033
222-22n@8g6-yky-hbk,1308.0543970285764,23075.734001714052
222-22p@8g7-46m-j5f,127.54797979797979,1613.8371395490872
222-22q@8g7-46m-j5f,283.25949545286755,3848.9881285026026
222-22q@8g7-474-mhq,506.03817597973307,9201.73993791833
222-22s@8g6-yky-hbk,6740.148534488657,124510.00248001561
222-22s@8g7-46m-zs5,2467.5873800252884,54800.61047176323
222-22t@8g7-46m-zs5,2428.2110621853076,53686.722437274555
222-22t@8g7-474-sbk,594.4688656135646,10311.213392837837
222-22w@8g6-ym3-x89,115.93797145621245,2191.542905800679
222-22x@8g7-46m-zs5,2444.7030739463444,54282.42579348896
222-22y@8g7-46m-zs5,2489.9417257243886,54556.53893787184
222-22z@8g6-yjx-g8v,87.82632103688933,1819.2499390092028
222-22z@8g7-46m-zs5,2440.086559019699,53451.34155865002
222-233@8g7-46m-zs5,2456.3918848912085,53754.335042627186
222-234@8g7-46m-zs5,1436.606035329848,24666.978292091342
222-234@8g7-47b-kxq,3200.0922973352676,43117.32476940027
222-235@8g6-yjx-g8v,203.49522834620282,4109.683191926561
222-237@8g6-yjx-g8v,52.77199413489736,1100.796086549566
222-238@8g6-yky-g6k,6704.2147956257,124281.89325019407
222-239@8g7-474-sbk,612.2251030756358,10120.438336251658
222-23b@8g7-46m-zs5,2491.800495020677,54764.06081904104
222-23c@8g7-474-sbk,594.9432756378592,10059.836350208749
222-23d@8g7-46m-zs5,2501.0781927269186,55311.08330203308
222-23d@8g7-474-sbk,606.5109628121251,10402.040655003872
222-23f@8g7-46m-zs5,2501.482073559772,54593.10943406639
222-23f@8g7-47b-kxq,3227.0485356534455,43956.602145437886
222-23g@8g6-yjx-g8v,201.71220963035805,3982.5272018896294
222-23g@8g7-46m-zs5,2492.4715835918814,54841.016019152754
222-23h@8g6-yjx-g8v,213.95252526880853,4328.202099035608
222-23j@8g7-46m-zs5,2494.590430123236,54938.813873067396
222-23j@8g7-474-sbk,595.176140888517,10127.729642301627
222-23k@8g6-ym3-5fz,7039.530976408305,146774.81576934917
222-23k@8g7-46m-zs5,2476.237764232672,54278.55156801315
222-23m@8g6-yjx-g8v,16854.380010967896,335177.142199586
222-23m@8g7-46m-zs5,2448.283939444419,53864.68502179254
222-23m@8g7-47b-kxq,317.8808856876084,3624.387321066167
222-23n@8g7-46m-zs5,2484.047307456931,54327.90992112211
222-23p@8g7-46m-zs5,2496.232004476198,55133.900753229376
222-23r@8g7-46m-zs5,2458.751990346782,54089.067419338295
222-23t@8g7-47b-kxq,3203.8934653146866,43705.37059892697
222-23v@8g7-47b-kxq,3239.398511548476,43878.45975509763
222-23w@8g6-ym3-5fz,7083.095441464406,147148.3777238155
222-23x@8g7-46z-6c5,1433.0818413509617,27918.66053423719
222-23y@8g7-47b-kxq,3234.713821220129,43877.06572806736
222-246@8g6-yky-grk,547.4913894800851,10137.826838733627
222-257@8g7-47b-kxq,3175.8490343738804,42912.670898162774
222-25r@8g7-47b-kxq,3221.2437748751026,43225.471031105786
222-25t@8g7-47b-kxq,3236.779929387143,43620.98178792965
222-25z@8g7-47b-kxq,682.4054367592144,9358.02004410013
222-262@8g7-47b-kxq,3231.417300088541,43588.12589764835
222-26r@8g7-46z-6c5,1426.842146982979,27303.468897908635
223-222@5z5-2p3-mkz,1419.258785777754,27451.571186689438
223-222@8g6-yjn-4sq,2270.45289749612,43319.5312359815
223-222@8g6-yjn-4vz,1208.3957323263237,22892.773187491413
223-222@8g6-yjn-54v,418.6336576710739,8694.280174638045
223-222@8g6-yjn-5s5,868.2324607732149,15975.69162694922
223-222@8g6-yjn-7wk,155.649811101424,2988.1775618708302
223-222@8g6-yjn-89z,846.5705134783933,15861.313980612695
223-222@8g6-yjn-xwk,391.9055257912776,7333.120079726172
223-222@8g6-yjr-kfz,72.18999249571183,1377.1110260344115
223-222@8g6-yjr-kpv,1274.5005620890518,25403.237034614227
223-222@8g6-yjr-mzf,774.0184521871269,12227.31000699084
223-222@8g6-yjr-vpv,88.3991851285969,1608.2694803375127
223-222@8g6-yjw-8n5,170.86142857142858,3791.6434305286825
223-222@8g6-yjw-8qf,61.62894248608534,1326.1227545587758
223-222@8g6-yjw-cdv,243.6330580818742,4669.331657810546
223-222@8g6-yjw-ch5,899.9850210760397,18538.363920466465
223-222@8g6-yjw-tgk,130.19098402281338,2167.7753878200983
223-222@8g6-yjx-bzf,116.57760892842434,2357.5533723616218
223-222@8g6-yjx-c3q,15.285714285714285,417.7644557131948
223-222@8g6-yjx-cdv,25.369230769230768,460.2315382151653
223-222@8g6-yjx-cnq,9.272727272727273,127.09591326105088
223-222@8g6-yjx-ct9,270.80404378230463,5763.612756688605
223-222@8g6-yjx-fcq,181.8802008774913,3675.4692977962372
223-222@8g6-yjx-ffz,3202.345855003915,57999.53641669766
223-222@8g6-yjx-fj9,61.361325219743065,1131.3078392674388
223-222@8g6-yjx-gff,215.28900746376928,4348.67008184086
223-222@8g6-yjx-gx5,76.25060908084164,1117.3800042133644
223-222@8g6-yjx-whq,634.3328144810012,12670.595562759776
223-222@8g6-yjx-x3q,176.06309703368527,3541.3102661017124
223-222@8g6-yjx-xbk,602.1313187936119,11048.40666274085
223-222@8g6-yjx-xt9,453.99185786441876,7671.546241779022
223-222@8g6-yjx-yjv,355.0822966231068,7089.828446406388
223-222@8g6-yjx-yn5,36.83333333333333,718.1549545767715
223-222@8g6-yjx-ysq,564.4866044323012,10496.912373598992
223-222@8g6-yjy-9fz,534.5546614108043,10682.264165135766
223-222@8g6-yjy-ckf,62.69354207436399,1052.9423577712084
223-222@8g6-yjy-ct9,473.0845311808934,8786.40666413055
223-222@8g6-yjy-p7q,45.36551724137931,831.7431819745162
223-222@8g6-yjy-pd9,38.18918918918919,661.0577144246287
223-222@8g6-yjy-rrk,179.43369584923047,3121.532948723879
223-222@8g6-ykw-st9,186.24495278732567,3923.833932722781
223-222@8g6-ykw-vpv,4.0,61.333333333333336
223-222@8g6-ykx-j9z,30.99217967967968,607.2174953735126
223-222@8g6-ykx-jd9,15.305555555555555,244.84685357221855
223-222@8g6-yky-kmk,26.249122807017546,340.40682129942246
223-222@8g6-yky-vmk,76.99407114624506,1564.9450259535583
223-222@8g6-yky-vxq,43.339758125472414,826.0084992688802
223-222@8g6-ykz-6zf,627.8488844671621,7723.977213243187
223-222@8g6-ykz-835,409.0382944365325,8272.68355404491
223-222@8g6-ykz-99f,445.07245579893714,8148.290818269676
223-222@8g6-ykz-9mk,22.67651430694909,424.91621279991455
223-222@8g6-ykz-9pv,154.48399063465953,2719.6536175596407
223-222@8g6-ykz-b49,413.6863487389803,6827.177968910668
223-222@8g6-ykz-brk,2372.59061553628,49299.3299893523
223-222@8g6-ykz-bx5,155.7904516866781,2888.6827319777663
223-222@8g6-ym3-6kz,4246.214502703368,79838.20176364227
223-222@8g6-ym3-y35,91.57103861465902,1507.6885696904342
223-222@8g6-ym4-52k,303.7200816154225,5416.005142397007
223-222@8g6-ymh-mc5,20.933333333333334,439.0732259541659
223-222@8g7-46m-bx5,73.39128680919725,791.1941396736405
223-222@8g7-46m-cyv,574.8215185249504,8201.720304273678
223-222@8g7-46m-jgk,593.6573361722926,9053.265229781664
223-222@8g7-46m-jvz,29.61128205128205,252.81810266936924
223-222@8g7-46m-k9f,440.72061120943,5601.908463200018
223-222@8g7-46m-whq,217.2060716831046,2907.5852763929684
223-222@8g7-46m-zs5,317.7363331670107,6005.047648882497
223-222@8g7-46z-6hq,56.471440051430406,790.6496490949946
223-222@8g7-46z-6x5,22.308118298574293,373.61245409778024
223-222@8g7-46z-8vz,249.66939742195993,3819.808831338084
223-222@8g7-474-hyv,87.44849391022646,1461.8738499449787
223-222@8g7-474-kmk,9.24074074074074,403.3608092628711
223-222@8g7-474-kvf,29.87922624053827,750.1187846413601
223-222@8g7-474-mx5,149.4180189317106,2710.7573263473537
223-222@8g7-477-xqz,26.060776063581113,341.54689907380254
223-222@8g7-479-r49,378.71468500443655,8467.363782293722
223-222@8g7-479-xbk,325.2459248759745,4748.127930553174
